timestamp,Process.Rocksdb.L0.CommitSuccess,Process.Rocksdb.Compaction.MovedTo.L1,Exception.UpstreamServer.Connect,Exception.Cephx.CouldNotFindEntity,Process.Rocksdb.Compaction.Start2,Process.Rocksdb.Compaction.Interval,Report.Cluster.NewLeader,Process.Rocksdb.Compaction.L1,Process.Start.Request,Process.Rocksdb.Compaction.L2,Process.CheckSub.SendingToClient,Process.Scrub.Ok,Process.Rocksdb.GeneratTable,Process.Rocksdb.Compaction.OK,Report.Connection.Accept,Warn.Paxos.Recovering,Report.OsdPool.Enable,Process.Rocksdb.Compaction.Manual,Warn.UpstreamServer.TempDisabled,Process.Rocksdb.Compaction.Start,Process.Mon.Rank,Process.MDSStandby.Replay.Done,Process.Rocksdb.TableFileCreate,Process.Rocksdb.Delete.WAL,Process.Paxosservice.Upgraded,Process.Rocksdb.Compaction.MovingTo.L1,Warn.SlowRequest.Client,Process.Rocksdb.StopWrite.WaitFlush,Process.Rocksdb.Compaction.SyncingLog,Process.Rocksdb.Compaction.FlushMemToFile,Process.Rocksdb.L0.FlushStart,Report.Request.Done,Report.Server.ToStandby,Report.Rocksdb.Compaction.Finished,Process.Rocksdb.MemTable.Created
1530558600,12,,3,,10,,,10,24,10,15,,20,10,,,,20,3,10,,14,26,6,,,,,5,6,12,,,10,6
1530558660,8,,3,,,,,,24,,16,,,,,,,,3,,,16,4,4,,,,,,4,8,,,,4
1530558720,10,,3,,,,,,24,,16,,,,,,,,3,,,9,5,5,,,,,,5,10,,,,5
1530558780,,,3,,,,,,24,,16,,,,,,,,3,,,15,,,,,,,,,,,,,
1530558840,10,,3,,,,,,24,,17,,,,,,,,3,,,6,5,5,,,,,,5,10,,,,5
1530558900,16,,3,,11,8,,10,24,8,15,,18,7,,,,14,3,11,,12,27,8,,,,,5,9,18,,,7,9
1530558960,22,7,3,,10,2,,11,24,13,14,,41,14,,,,40,3,10,,14,51,11,,7,,,10,10,20,,,14,10
1530559020,,,3,,,,,,24,,15,,,,,,,,3,,,14,,,,,,,,,,,,,
1530559080,10,,3,,,,,,24,,17,,,,,,,,3,,,14,5,5,,,,,,5,10,,,,5
1530559140,8,,3,,,,,,24,,15,,,,,,,,3,,,9,4,4,,,,,,4,8,,,,4
1530559200,10,,3,,3,,,3,24,3,15,,3,3,,,,,3,3,,13,8,5,,,,,,5,10,,,3,5
1530559260,30,10,3,,20,,,20,24,20,15,,65,20,,,,60,3,20,,5,80,15,,10,,,15,15,30,,,20,15
1530559320,8,,3,,,,,,24,,16,,,,,,,,3,,,10,4,4,,,,,,4,8,,,,4
1530559380,2,,3,,,,,,24,,15,,,,,,,,3,,,15,1,1,,,,,,1,2,,,,1
1530559440,8,,3,,,,,,24,,16,,,,,,,,3,,,9,4,4,,,,,,4,8,,,,4
1530559500,30,4,3,,14,6,,14,24,14,15,,32,14,,,,38,3,14,,10,47,15,,4,,4,10,15,30,,,14,15
1530559560,8,,3,,,,,,24,,15,,,,,,,,3,,,10,4,4,,,,,,4,8,,,,4
1530559620,10,1,3,,9,4,,9,24,9,15,,19,9,,,,20,3,9,,11,24,5,,1,,,5,5,10,,,9,5
1530559680,8,,3,,,,,,24,,16,,,,,,,,3,,,11,4,4,,,,,,4,8,,,,4
1530559740,10,,3,,,,,,24,,15,,,,,,,,3,,,11,5,5,,,,,,5,10,,,,5
1530559800,,,3,,,,,,24,,15,,,,,,,,3,,,10,,,,,,,,,,,,,
1530559860,10,,3,,,,,,24,,15,,,,,,,,3,,,9,5,5,,,,,,5,10,,,,5
1530559920,18,,3,,14,,,14,24,13,15,,36,13,,,,20,3,14,,17,45,9,,,,,5,9,18,,,13,9
1530559980,4,2,3,,2,,,2,24,1,16,,2,1,,,,8,3,2,,5,4,2,,2,,,5,4,6,,,1,5
1530560040,12,4,3,,4,,,4,24,6,16,,18,6,,,,24,3,4,,10,24,6,,4,,,3,4,10,,,6,3
1530560100,10,,3,,,,,,24,,16,,,,,,,,3,,,10,5,5,,,,,,5,10,,,,5
1530560160,8,,3,,,,,,24,,15,,,,,,,,3,,,14,4,4,,,,,,4,8,,,,4
1530560220,18,4,3,,14,10,,14,24,14,15,,41,14,,,,38,3,14,,7,50,9,,4,,,9,9,18,,,14,9
1530560280,10,5,3,,5,,,5,24,5,17,,15,5,,,,20,3,5,,6,20,5,,5,,,5,5,10,,,5,5
1530560340,8,,3,,,,,,24,,15,,,,,,,,3,,,13,4,4,,,,,,4,8,,,,4
1530560400,10,,3,,,,,,24,,15,,,,,,,,3,,,15,5,5,,,,,,5,10,,,,5
1530560460,,,3,,,,,,24,,15,,,,,,,,3,,,13,,,,,,,,,,,,,
1530560520,30,,3,,10,,,10,24,10,14,,20,10,,,,30,3,10,,9,35,15,,,,,10,15,30,,,10,15
1530560580,8,,3,,,,,,24,,15,,,,,,,,3,,,7,4,4,,,,,,4,8,,,,4
1530560640,10,,3,,10,,,10,24,10,16,,20,10,,,,20,3,10,,10,25,5,,,,,5,5,10,,,10,5
1530560700,10,,3,,,,,,24,,15,,,,,,,,3,,,8,5,5,,,,,,5,10,,,,5
1530560760,8,,3,,,,,,24,,15,,,,,,,,3,,,14,4,4,,,,,,4,8,,,,4
1530560820,10,,3,,,,,,24,,16,,,,,,,,3,,,10,5,5,,,,,,5,10,,,,5
1530560880,,,3,,,,,,24,,16,,,,,,,,3,,,11,,,,,,,,,,,,,
1530560940,18,,3,,14,10,,14,24,14,16,,38,14,,,,20,3,14,,6,47,9,,,,,5,9,18,,,14,9
1530561000,8,,3,,,,,,24,,15,,,,,,,,3,,,5,4,4,,,,,,4,8,,,,4
1530561060,14,2,3,,10,,,10,24,10,15,,22,10,,,,32,3,10,,7,29,7,,2,,,7,7,14,,,10,7
1530561120,8,,3,,,,,,24,,16,,,,,,,,3,,,11,4,4,,,,,,4,8,,,,4
1530561180,20,3,3,,13,,,13,24,13,14,,37,13,,,,36,3,13,,10,47,10,,3,,,9,10,20,,,13,10
1530561240,8,,3,,,,,,24,,16,,,,,,,,3,,,21,4,4,,,,,,4,8,,,,4
1530561300,10,1,3,,9,,,9,24,9,17,,19,9,,,,20,3,9,,19,24,5,,1,,,5,5,10,,,9,5
1530561360,10,,3,,,,,,24,,15,,,,,,,,3,,,22,5,5,,,,,,5,10,,,,5
1530561420,8,,3,,,,,,24,,15,,,,,,,,3,,,18,4,4,,,,,,4,8,,,,4
1530561480,10,,3,,,,,,24,,18,,,,,,,,3,,,17,5,5,,,,,,5,10,,,,5
1530561540,16,1,3,,11,10,,11,24,11,15,,23,11,,,,32,3,11,,16,31,8,,1,,,8,8,16,,,11,8
1530561600,10,3,3,,7,,,7,24,7,16,,17,7,,,,20,3,7,,26,22,5,,3,,,5,5,10,,,7,5
1530561660,8,,3,,,,,,24,,15,,,,,,,,3,,,20,4,4,,,,,,4,8,,,,4
1530561720,2,,3,,,,,,24,,16,,,,,,,,3,,,22,1,1,,,,,,1,2,,,,1
1530561780,8,,3,,,,,,24,,15,,,,,,,,3,,,12,4,4,,,,,,4,8,,,,4
1530561840,10,,3,,,,,,24,,16,,,,,,,,3,,,15,5,5,,,,,,5,10,,,,5
1530561900,8,,3,,4,,,4,24,4,15,,8,4,,,,,3,4,,25,12,4,,,,,,4,8,,,4,4
1530561960,10,,3,,10,,,10,24,10,15,,30,10,,,,20,3,10,,22,35,5,,,,,5,5,10,,,10,5
1530562020,10,,3,,,,,,24,,19,,,,,,,,3,,,21,5,5,,,,,,5,10,,,,5
1530562080,14,1,3,,11,,,11,24,11,16,,23,11,,,,32,3,11,,35,30,7,,1,,,7,7,14,,,11,7
1530562140,20,6,3,,8,,,8,24,8,17,,22,8,,,,34,3,8,,28,32,10,,6,,,10,10,20,,,8,10
1530562200,8,,3,,,,,,24,,26,,,,,,,,3,,,35,4,4,,,,,,4,8,,,,4
1530562260,10,,3,,10,10,,10,24,10,20,,20,10,,,,20,3,10,,28,25,5,,,,,5,5,10,,,10,5
1530562320,8,,3,,,,,,24,,22,,,,,,,,3,,,33,4,4,,,,,,4,8,,,,4
1530562380,10,,3,,,,,,24,,18,,,,,,,,3,,,38,5,5,,,,,,5,10,,,,5
1530562440,,,3,,,,,,24,,18,,,,,,,,3,,,29,,,,,,,,1,1,,,,1
1530562500,10,,3,,,,,,24,,18,,,,,,,,3,,,29,5,5,,,,,,4,9,,,,4
1530562560,36,6,3,,20,,,20,24,20,18,,56,20,,,,52,3,20,,24,74,18,,6,,,14,18,36,,,20,18
1530562620,,,3,,,,,,24,,21,,,,,,,,3,,,35,,,,,,,,,,,,,
1530562680,10,,3,,,,,,24,,31,,,,,,,,3,,,33,5,5,,,,,,5,10,,,,5
1530562740,8,,3,,,,,,24,,22,,,,,,,,3,,,36,4,4,,,,,,4,8,,,,4
1530562800,10,,3,,2,,,2,24,2,20,,2,2,,,,,3,2,,26,7,5,,,,,,5,10,,,2,5
1530562860,30,10,3,,20,10,,20,24,20,17,,55,20,,,,60,3,20,,21,70,15,,10,,,15,15,30,,,20,15
1530562920,8,,3,,,,,,24,,19,,,,,,,,3,,,24,4,4,,,,,,4,8,,,,4
1530562980,10,,3,,,,,,24,,15,,,,,,,,3,,,15,5,5,,,,,,5,10,,,,5
1530563040,,,3,,,,,,24,,20,,,,,,,,3,,,14,,,,,,,,,,,,,
1530563100,26,1,3,,11,,,11,24,11,16,,23,11,,,,32,3,11,,14,36,13,,1,,,8,13,26,,,11,13
1530563160,10,3,3,,7,,,7,24,7,21,,17,7,,,,20,3,7,,18,22,5,,3,,,5,5,10,,,7,5
1530563220,8,,3,,,,,,24,,15,,,,,,,,3,,,24,4,4,,,,,,4,8,,,,4
1530563280,2,,3,,,,,,24,,15,,,,,,,,3,,,8,1,1,,,,,,1,2,,,,1
1530563340,8,,3,,,,,,24,,15,,,,,,,,3,,,12,4,4,,,,,,4,8,,,,4
1530563400,10,,3,,,,,,24,,15,,,,,,,,3,,,20,5,5,,,,,,5,10,,,,5
1530563460,8,,3,,4,8,,4,24,4,17,,8,4,,,,,3,4,,27,12,4,,,,,,4,8,,,4,4
1530563520,10,,3,,10,2,,10,24,10,16,,30,10,,,,20,3,10,,13,35,5,,,,,5,5,10,,,10,5
1530563580,8,,3,,,,,,24,,14,,,,,,,,3,,,19,4,4,,,,,,5,9,,,,5
1530563640,20,3,3,,13,,,13,24,13,18,,29,13,,,,36,3,13,,28,39,10,,3,,,9,9,19,,,13,9
1530563700,10,,3,,,,,,24,,15,,,,,,,,3,,,39,5,5,,,,,,5,10,,,,5
1530563760,20,3,3,,13,,,13,24,13,13,,37,13,,,,36,3,13,,30,47,10,,3,,1,9,10,20,,,13,10
1530563820,10,4,3,,6,,,6,24,6,15,,16,6,,,,20,3,6,,15,21,5,,4,,,5,5,10,,,6,5
1530563880,8,,3,,,,,,24,,17,,,,,,,,3,,,34,4,4,,,,,,4,8,,,,4
1530563940,2,,3,,,,,,24,,15,,,,,,,,3,,,32,1,1,,,,,,1,2,,,,1
1530564000,8,,3,,,,,,24,,15,,,,,,,,3,,,15,4,4,,,,,,4,8,,,,4
1530564060,10,,3,,,,,,24,,15,,,,,,,,3,,,16,5,5,,,,,,5,10,,,,5
1530564120,16,1,3,,11,10,,11,24,11,14,,24,11,,,,32,3,11,,13,32,8,,1,,,8,8,16,,,11,8
1530564180,10,3,3,,7,,,7,24,7,16,,17,7,,,,20,3,7,,11,22,5,,3,,,5,5,10,,,7,5
1530564240,8,,3,,,,,,24,,16,,,,,,,,3,,,13,4,4,,,,,,4,8,,,,4
1530564300,10,,3,,,,,,24,,15,,,,,,,,3,,,17,5,5,,,,,,5,10,,,,5
1530564360,2,,3,,,,,,24,,15,,,,,,,,3,,,20,1,1,,,,,,1,2,,,,1
1530564420,8,,3,,,,,,24,,15,,,,,,,,3,,,19,4,4,,,,,,4,8,,,,4
1530564480,20,,3,,14,,,14,24,14,15,,38,14,,,,20,3,14,,24,48,10,,,,1,5,10,20,,,14,10
1530564540,,,3,,,,,,24,,15,,,,,,,,3,,,19,,,,,,,,,,,,,
1530564600,10,,3,,,,,,24,,15,,,,,,,,3,,,27,5,5,,,,,,5,10,,,,5
1530564660,20,5,3,,15,,,15,24,15,14,,35,15,,,,40,3,15,,35,45,10,,5,,,10,10,20,,,15,10
1530564720,8,,3,,,,,,24,,16,,,,,,,,3,,,32,4,4,,,,,,4,8,,,,4
1530564780,22,3,3,,13,10,,13,24,13,14,,37,13,,,,36,3,13,,21,48,11,,3,,,10,11,22,,,13,11
1530564840,10,3,3,,7,,,7,24,7,16,,17,7,,,,20,3,7,,18,22,5,,3,,,5,5,10,,,7,5
1530564900,8,,3,,,,,,24,,15,,,,,,,,3,,,35,4,4,,,,,,4,8,,,,4
1530564960,2,,3,,,,,,24,,15,,,,,,,,3,,,24,1,1,,,,,,1,2,,,,1
1530565020,8,,3,,,,,,24,,15,,,,,,,,3,,,20,4,4,,,,,,4,8,,,,4
1530565080,10,,3,,,,,,24,,16,,,,,,,,3,,,19,5,5,,,,,,5,10,,,,5
1530565140,26,3,3,,17,,,17,24,15,14,,39,15,,,,34,3,17,,13,52,13,,3,,,9,13,26,,,15,13
1530565200,12,5,3,,7,,,7,24,9,16,,26,9,,,,24,3,7,,23,32,6,,5,,,6,6,12,,,9,6
1530565260,8,,3,,,,,,24,,15,,,,,,,,3,,,33,4,4,,,,,,4,8,,,,4
1530565320,10,,3,,,,,,24,,16,,,,,,,,3,,,40,5,5,,,,,,5,10,,,,5
1530565380,10,,3,,,,,,24,,15,,,,,,,,3,,,48,5,5,,,,,,5,10,,,,5
1530565440,,,3,,,,,,24,,16,,,,,,,,3,,,57,,,,,,,,,,,,,
1530565500,18,,3,,14,10,,14,24,14,16,,38,14,,,,20,3,14,,48,47,9,,,,,5,9,18,,,14,9
1530565560,,,3,,,,,,24,,15,,,,,,,,3,,,52,,,,,,,,,,,,,
1530565620,10,,3,,,,,,24,,15,,,,,,,,3,,,46,5,5,,,,,,5,10,,,,5
1530565680,26,3,3,,13,,,13,24,13,16,,29,13,,,,36,3,13,,36,42,13,,3,,,9,13,26,,,13,13
1530565740,20,7,3,,9,,,9,24,9,15,,25,9,,,,36,3,9,,29,35,10,,7,,,10,10,20,,,9,10
1530565800,8,,3,,,,,,24,,15,,,,,,,,3,,,28,4,4,,,,,,4,8,,,,4
1530565860,10,1,3,,9,,,9,24,9,14,,19,9,,,,20,3,9,,26,24,5,,1,,,5,5,10,,,9,5
1530565920,8,,3,,,,,,24,,17,,,,,,,,3,,,39,4,4,,,,,,4,8,,,,4
1530565980,10,,3,,,,,,24,,15,,,,,,,,3,,,48,5,5,,,,,,5,10,,,,5
1530566040,2,,3,,,,,,24,,16,,,,,,,,3,,,34,1,1,,,,,,1,2,,,,1
1530566100,8,,3,,,,,,24,,16,,,,,,,,3,,,14,4,4,,,,,,4,8,,,,4
1530566160,20,,3,,14,10,,14,24,14,15,,38,14,,,,20,3,14,,20,48,10,,,,1,5,10,20,,,14,10
1530566220,20,7,3,,7,,,7,24,7,15,,21,7,,,,34,3,7,,21,31,10,,7,,,10,10,20,,,7,10
1530566280,10,,3,,,,,,24,,17,,,,,,,,3,,,21,5,5,,,,,,5,10,,,,5
1530566340,8,,3,,,,,,24,,15,,,,,,,,3,,,22,4,4,,,,,,4,8,,,,4
1530566400,10,,3,,2,,,2,24,2,15,,2,2,,,,,3,2,,35,7,5,,,,,,5,10,,,2,5
1530566460,,,3,,,,,,24,,15,,,,,,,,3,,,19,,,,,,,,,,,,,
1530566520,18,,3,,12,,,12,24,12,17,,34,12,,,,20,3,12,,29,43,9,,,,,5,9,18,,,12,9
1530566580,8,,3,,,,,,24,,15,,,,,,,,3,,,23,4,4,,,,,,4,8,,,,4
1530566640,10,,3,,,,,,24,,15,,,,,,,,3,,,25,5,5,,,,,,5,10,,,,5
1530566700,28,8,3,,18,,,18,24,18,16,,44,18,,,,66,3,18,,14,58,14,,8,,,14,14,28,,,18,14
1530566760,,,3,,,,,,24,,15,,,,,,,,3,,,22,,,,,,,,,,,,,
1530566820,20,,3,,10,10,,10,24,9,15,,19,9,,,,20,3,10,,28,29,10,,,,,5,10,20,,,9,10
1530566880,,,3,,,,,,24,1,16,,1,1,,,,,3,,,33,1,,,,,,,,,,,1,
1530566940,10,,3,,,,,,24,,15,,,,,,,,3,,,25,5,5,,,,,,5,10,,,,5
1530567000,8,,3,,,,,,24,,15,,,,,,,,3,,,34,4,4,,,,,,4,8,,,,4
1530567060,10,,3,,,,,,24,,15,,,,,,,,3,,,43,5,5,,,,,,5,10,,,,5
1530567120,8,,3,,4,,,4,24,4,16,,8,4,,,,,3,4,,57,12,4,,,,,,4,8,,,4,4
1530567180,22,5,3,,15,,,15,24,13,14,,40,13,,,,46,3,15,,54,51,11,,5,,1,10,11,22,,,13,11
1530567240,4,1,3,,1,,,1,24,3,16,,8,3,,,,6,3,1,,56,10,2,,1,,,2,2,4,,,3,2
1530567300,10,,3,,,,,,24,,15,,,,,,,,3,,,36,5,5,,,,,,5,10,,,,5
1530567360,8,,3,,,,,,24,,16,,,,,,,,3,,,21,4,4,,,,,,4,8,,,,4
1530567420,10,,3,,1,,,1,24,1,15,,1,1,,,,,3,1,,17,6,5,,,,,,5,10,,,1,5
1530567480,18,,3,,11,10,,9,24,8,16,,14,6,,,,16,3,11,,23,23,9,,,,,5,9,18,,,6,9
1530567540,,,3,,2,,,4,24,5,16,,22,7,,,,4,3,2,,21,22,,,,,,,,,,,7,
1530567600,10,,3,,,,,,24,,15,,,,,,,,3,,,18,5,5,,,,,,5,10,,,,5
1530567660,8,,3,,,,,,24,,15,,,,,,,,3,,,22,4,4,,,,,,4,8,,,,4
1530567720,38,8,3,,22,,,22,24,22,15,,60,22,,,,70,3,22,,21,79,19,,8,,,19,19,38,,,22,19
1530567780,8,,3,,,,,,24,,15,,,,,,,,3,,,33,4,4,,,,,,4,8,,,,4
1530567840,12,,3,,10,,,10,24,10,18,,20,10,,,,20,3,10,,31,26,6,,,,,5,6,12,,,10,6
1530567900,8,,3,,,,,,24,,19,,,,,,,,3,,,29,4,4,,,,,,4,8,,,,4
1530567960,2,,3,,,,,,24,,15,,,,,,,,3,,,42,1,1,,,,,,1,2,,,,1
1530568020,8,,3,,,,,,24,,17,,,,,,,,3,,,20,4,4,,,,,,4,8,,,,4
1530568080,10,,3,,,,,,24,,15,,,,,,,,3,,,24,5,5,,,,,,5,10,,,,5
1530568140,18,,3,,12,10,,10,24,11,14,,24,9,,,,16,3,12,,29,33,9,,,,,5,9,18,,,9,9
1530568200,,,3,,2,,,4,24,3,15,,14,5,,,,4,3,2,,30,14,,,,,,,,,,,5,
1530568260,16,6,3,,6,,,6,24,6,15,,18,6,,,,32,3,6,,24,26,8,,6,,,8,8,16,,,6,8
1530568320,10,,3,,,,,,24,,16,,,,,,,,3,,,25,5,5,,,,,,5,10,,,,5
1530568380,8,,3,,,,,,24,,15,,,,,,,,3,,,23,4,4,,,,,,4,8,,,,4
1530568440,10,,3,,1,,,1,24,1,16,,1,1,,,,,3,1,,29,6,5,,,,,,5,10,,,1,5
1530568500,10,,3,,10,,,10,24,10,15,,25,10,,,,20,3,10,,32,30,5,,,,,5,5,10,,,10,5
1530568560,8,,3,,,,,,24,,16,,,,,,,,3,,,26,4,4,,,,,,4,8,,,,4
1530568620,10,,3,,,,,,24,,15,,,,,,,,3,,,30,5,5,,,,,,5,10,,,,5
1530568680,20,3,3,,13,,,13,24,13,16,,37,13,,,,36,3,13,,26,47,10,,3,,,10,10,20,,,13,10
1530568740,26,3,3,,11,8,,11,24,11,15,,25,11,,,,34,3,11,,40,38,13,,3,,1,10,13,26,,,11,13
1530568800,8,,3,,,,,,24,,16,,,,,,,,3,,,27,4,4,,,,,,4,8,,,,4
1530568860,10,,3,,10,2,,10,24,10,15,,20,10,,,,20,3,10,,31,25,5,,,,,5,5,10,,,10,5
1530568920,10,,3,,,,,,24,,16,,,,,,,,3,,,35,5,5,,,,,,5,10,,,,5
1530568980,8,,3,,,,,,24,,15,,,,,,,,3,,,29,4,4,,,,,,4,8,,,,4
1530569040,10,,3,,,,,,24,,16,,,,,,,,3,,,38,5,5,,,,,,5,10,,,,5
1530569100,,,3,,,,,,24,,15,,,,,,,,3,,,34,,,,,,,,,,,,,
1530569160,20,,3,,14,,,14,24,14,14,,38,14,,,,20,3,14,,30,48,10,,,,1,5,10,20,,,14,10
1530569220,8,,3,,,,,,24,,15,,,,,,,,3,,,21,4,4,,,,,,4,8,,,,4
1530569280,16,3,3,,11,,,11,24,11,15,,25,11,,,,34,3,11,,26,33,8,,3,,,8,8,16,,,11,8
1530569340,8,,3,,,,,,24,,16,,,,,,,,3,,,21,4,4,,,,,,4,8,,,,4
1530569400,10,,3,,,,,,24,,16,,,,,,,,3,,,27,5,5,,,,,,5,10,,,,5
1530569460,10,,3,,,,,,24,,15,,,,,,,,3,,,16,5,5,,,,,,5,10,,,,5
1530569520,10,,3,,10,10,,10,24,10,16,,25,10,,,,20,3,10,,24,30,5,,,,,5,5,10,,,10,5
1530569580,8,,3,,,,,,24,,15,,,,,,,,3,,,18,4,4,,,,,,4,8,,,,4
1530569640,20,2,3,,12,,,12,24,12,16,,33,12,,,,34,3,12,,22,43,10,,2,,,9,10,20,,,12,10
1530569700,8,,3,,,,,,24,,15,,,,,,,,3,,,25,4,4,,,,,,4,8,,,,4
1530569760,22,3,3,,13,,,13,24,13,15,,29,13,,,,36,3,13,,19,40,11,,3,,,10,11,22,,,13,11
1530569820,10,3,3,,7,,,7,24,7,16,,17,7,,,,20,3,7,,20,22,5,,3,,,5,5,10,,,7,5
1530569880,,,3,,,,,,24,,15,,,,,,,,3,,,22,,,,,,,,,,,,,
1530569940,10,,3,,,,,,24,,16,,,,,,,,3,,,23,5,5,,,,,,5,10,,,,5
1530570000,8,,3,,,,,,24,,16,,,,,,,,3,,,21,4,4,,,,,,4,8,,,,4
1530570060,10,,3,,,,,,24,,17,,,,,,,,3,,,19,5,5,,,,,,5,10,,,,5
1530570120,8,,3,,4,8,,4,24,4,19,,8,4,,,,,3,4,,26,12,4,,,,,,4,8,,,4,4
1530570180,10,,3,,10,2,,10,24,10,15,,30,10,,,,20,3,10,,24,35,5,,,,,5,5,10,,,10,5
1530570240,8,,3,,,,,,24,,19,,,,,,,,3,,,40,4,4,,,,,,4,8,,,,4
1530570300,20,1,3,,11,,,11,24,11,15,,23,11,,,,32,3,11,,46,33,10,,1,,,9,10,20,,,11,10
1530570360,8,,3,,,,,,24,,15,,,,,,,,3,,,34,4,4,,,,,,4,8,,,,4
1530570420,10,,3,,,,,,24,,15,,,,,,,,3,,,18,5,5,,,,,,5,10,,,,5
1530570480,10,,3,,10,,,10,24,10,17,,20,10,,,,20,3,10,,35,25,5,,,,,5,5,10,,,10,5
1530570540,16,6,3,,6,,,6,23,3,15,,17,3,,,,28,3,6,,33,25,8,,6,,,8,8,16,,,3,8
1530570600,4,2,3,,2,,,2,25,5,15,,15,5,,,,8,3,2,,27,17,2,,2,,,2,2,4,,,5,2
1530570660,10,,3,,,,,,24,,17,,,,,,,,3,,,20,5,5,,,,,,5,10,,,,5
1530570720,8,,3,,,,,,24,,17,,,,,,,,3,,,20,4,4,,,,,,4,8,,,,4
1530570780,26,1,3,,12,10,,12,24,10,15,,21,10,,,,30,3,12,,14,34,13,,1,,,8,13,26,,,10,13
1530570840,12,4,3,,8,,,8,24,10,16,,25,10,,,,24,3,8,,17,31,6,,4,,,6,6,12,,,10,6
1530570900,8,,3,,,,,,24,,15,,,,,,,,3,,,43,4,4,,,,,,4,8,,,,4
1530570960,10,,3,,,,,,24,,15,,,,,,,,3,,,30,5,5,,,,,,5,10,,,,5
1530571020,,,3,,,,,,24,,15,,,,,,,,3,,,17,,,,,,,,,,,,,
1530571080,10,,3,,,,,,24,,15,,,,,,,,3,,,18,5,5,,,,,,5,10,,,,5
1530571140,20,,3,,14,,,14,24,14,16,,38,14,,,,20,3,14,,16,48,10,,,,1,5,10,20,,,14,10
1530571200,,,3,,,,,,24,,16,,,,,,,,3,,,20,,,,,,,,,,,,,
1530571260,10,,3,,,,,,24,,15,,,,,,,,3,,,21,5,5,,,,,,5,10,,,,5
1530571320,26,3,3,,13,,,13,24,13,16,,29,13,,,,36,3,13,,19,42,13,,3,,4,9,13,26,,,13,13
1530571380,8,,3,,,,,,24,,15,,,,,,,,3,,,20,4,4,,,,,,4,8,,,,4
1530571440,10,,3,,,,,,24,,16,,,,,,,,3,,,22,5,5,,,,,,5,10,,,,5
1530571500,10,,3,,10,10,,10,24,10,15,,20,10,,,,20,3,10,,20,25,5,,,,,5,5,10,,,10,5
1530571560,16,6,3,,6,,,6,24,6,15,,18,6,,,,32,3,6,,17,26,8,,6,,,8,8,16,,,6,8
1530571620,8,,3,,,,,,24,,17,,,,,,,,3,,,23,4,4,,,,,,4,8,,,,4
1530571680,10,,3,,,,,,24,,15,,,,,,,,3,,,23,5,5,,,,,,5,10,,,,5
1530571740,10,,3,,1,,,1,24,1,16,,1,1,,,,,3,1,,16,6,5,,,,,,5,10,,,1,5
1530571800,10,,3,,10,,,10,24,8,15,,23,8,,,,20,3,10,,11,28,5,,,,,5,5,10,,,8,5
1530571860,20,10,3,,10,,,10,24,12,16,,37,12,,,,40,3,10,,21,47,10,,10,,,10,10,20,,,12,10
1530571920,8,,3,,,,,,24,,16,,,,,,,,3,,,13,4,4,,,,,,4,8,,,,4
1530571980,10,,3,,,,,,24,,16,,,,,,,,3,,,16,5,5,,,,,,5,10,,,,5
1530572040,10,,3,,,,,,24,,20,,,,,,,,3,,,17,5,5,,,,,,5,10,,,,5
1530572100,,,3,,,,,,24,,15,,,,,,,,3,,,19,,,,,,,,,,,,,
1530572160,18,,3,,14,10,,14,24,14,15,,38,14,,,,20,3,14,,17,47,9,,,,,5,9,18,,,14,9
1530572220,8,,3,,,,,,24,,15,,,,,,,,3,,,21,4,4,,,,,,4,8,,,,4
1530572280,10,,3,,,,,,24,,16,,,,,,,,3,,,26,5,5,,,,,,5,10,,,,5
1530572340,16,1,3,,11,,,11,24,11,16,,23,11,,,,32,3,11,,29,31,8,,1,,,8,8,16,,,11,8
1530572400,,,3,,,,,,24,,16,,,,,,,,3,,,11,,,,,,,,,,,,,
1530572460,26,1,3,,11,,,11,24,9,14,,23,9,,,,30,3,11,,20,36,13,,1,,,8,13,26,,,9,13
1530572520,12,4,3,,8,,,8,24,10,19,,27,10,,,,24,3,8,,32,33,6,,4,,,6,6,12,,,10,6
1530572580,10,,3,,,,,,24,,15,,,,,,,,3,,,37,5,5,,,,,,5,10,,,,5
1530572640,8,,3,,,,,,24,,16,,,,,,,,3,,,42,4,4,,,,,,4,8,,,,4
1530572700,10,,3,,,,,,24,,16,,,,,,,,3,,,47,5,5,,,,,,5,10,,,,5
1530572760,,,3,,,,,,24,,15,,,,,,,,3,,,43,,,,,,,,,,,,,
1530572820,18,,3,,14,10,,14,24,14,15,,38,14,,,,20,3,14,,46,47,9,,,,,5,9,18,,,14,9
1530572880,20,10,3,,10,,,10,24,10,15,,30,10,,,,40,3,10,,45,40,10,,10,,,10,10,20,,,10,10
1530572940,8,,3,,,,,,24,,16,,,,,,,,3,,,23,4,4,,,,,,4,8,,,,4
1530573000,10,,3,,,,,,24,,15,,,,,,,,3,,,27,5,5,,,,,,5,10,,,,5
1530573060,,,3,,,,,,24,,17,,,,,,,,3,,,38,,,,,,,,,,,,,
1530573120,20,,3,,10,,,10,24,10,27,,25,10,,,,20,3,10,,46,35,10,,,,,5,10,20,,,10,10
1530573180,,,3,,,,,,24,,22,,,,,,,,3,,,40,,,,,,,,,,,,,
1530573240,10,,3,,,,,,24,,20,,,,,,,,3,,,21,5,5,,,,,,5,10,,,,5
